title,company,location,city,date,link,description
"Software Engineer III, Google Ads",Google,"Bengaluru, Karnataka, India",Bengaluru,2025-08-13,https://in.linkedin.com/jobs/view/software-engineer-iii-google-ads-at-google-4270779451?position=46&pageNum=0&refId=ik7647JacB71MMWWP9G7Og%3D%3D&trackingId=pVxt8UzMSgDmuw1uUSJgiQ%3D%3D,"Minimum qualifications:


Bachelor’s degree or equivalent practical experience.
2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.


Preferred qualifications:


Master's degree or PhD in Computer Science or related technical fields.
2 years of experience with data structures or algorithms.
Experience developing accessible technologies.


About The Job

Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.

Google Ads is helping power the open internet with the best technology that connects and creates value for people, publishers, advertisers, and Google. We’re made up of multiple teams, building Google’s Advertising products including search, display, shopping, travel and video advertising, as well as analytics. Our teams create trusted experiences between people and businesses with useful ads. We help grow businesses of all sizes from small businesses, to large brands, to YouTube creators, with effective advertiser tools that deliver measurable results. We also enable Google to engage with customers at scale.

Responsibilities


Write product or system development code.
Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.
Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.



Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .
Show more "
Software development engineer 1,Amazon,"Bengaluru, Karnataka, India",Bengaluru,2025-08-07,https://in.linkedin.com/jobs/view/software-development-engineer-1-at-amazon-4279476411?position=47&pageNum=0&refId=ik7647JacB71MMWWP9G7Og%3D%3D&trackingId=7k36oa1XCb7jqEPM4tOkbA%3D%3D,"Description

Come and be the pioneer of Amazon NA Supply Chain technology innovation!

If you are looking for an opportunity to solve deep technical problems and build innovative solutions in a fast-paced environment while working with smart, passionate business & technical leaders, then this might be the role for you.

At Amazon, we are committed to being the most customer-centric company on earth. North America Supply Chain (NASC) Planning & Execution org is comprised of dynamic teams that shape network planning and execution through the development and application of innovative mechanisms and techniques. Our goal is to enhance the Amazon Fulfilment network to ultimately drive the best customer experience in a reliable and cost-efficient manner that is truly a world-class. NASC is aggressively innovating in a number of areas aimed at propelling our customers’ experience by ensuring that we have robust plans in North America Operations and beyond for optimal execution. NASC tech team is hiring a Software Development Engineer (SDE I) who will be at the centre of the development of state-of-the-art product suites and make a long-lasting footprint on our organization's path towards Hands Off the Wheel automated optimization.

Our newly developed software systems will include services that make business decisions in NACF Operations that impact billions of dollars per year, integrate with upstream and downstream systems across the supply chain network, manage business rules to enable strategic planning for network-level operational capacity, and improve experience for millions of online shoppers. We have an opportunity to build software that scales the business, leads the industry through innovation and delights millions of customers worldwide. We will leverage cutting edge technologies in big data, optimization techniques, machine learning, real time analytics and high volume, low latency, high availability services.

This is a contractual position which is ideal for candidates who are looking to deal with scaling challenges at Amazon and ready to build mission critical system software applications and tools. It is also an opportunity for freelance candidates to become domain experts and have an enormous opportunity to make a large impact on the design, architecture and development of consumer products. Depending on individual performance this experience can lead to permanent positions as Software Development Engineers at Amazon.

Key job responsibilities

Designing and implementation of Software

Basic Qualifications


MCA (Masters in Computer Applications) or BS computer science.
1 to 2 year's experience developing highly interactive, internet applications
Good understanding of web design principles and best use of current web technologies and scalable dynamic user interfaces
Expertise in HTML5, CSS3, JavaScript, JSON/XML and web services is essential
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
Passion for writing great, simple, clean, efficient, quality code and solving complex and interesting problems


Preferred Qualifications


Bachelor’s degree in Computer Science, Computer Engineering or related technical discipline
Experience with Git, Linux, aWS and Java would be considered a plus


Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.


Company - ADCI - Karnataka

Job ID: A3049570
Show more "
Software Engineer,Capgemini,"Bangalore Urban, Karnataka, India",Bangalore Urban,2025-08-07,https://in.linkedin.com/jobs/view/software-engineer-at-capgemini-4279441958?position=49&pageNum=0&refId=ik7647JacB71MMWWP9G7Og%3D%3D&trackingId=N0hJrbVXec1FFA8%2B2QWW6A%3D%3D,"Your Role

Experience in developing digital marketing / digital analytics solutions using Adobe products.
Experience in Adobe Experience Cloud products and recent experience with Adobe
Experience Platform or similar CDP
Good knowledge of Data Science workspace and building intelligent Services on AEP
Strong knowledge of datasets in Adobe Experience Platform, load data into Platform through data source connectors, APIs, and streaming ingestion connectors
Experience in creating all required Adobe XDM (Experience Data Model) in JSON based on approved data model for all loading data files.
Knowledge on utilizing Adobe Experience Platform (AEP) UI & POSTMAN to automate all customer schema data lake & profile design setups within each sandbox environment.
Experience in configuration within Adobe Experience Platform all necessary identities & privacy settings and creating new segments within AEP to meet customer use cases.
Test/Validate the segments with the required destinations.
Managing customer data by using Real-Time Customer Data Platform (RTCDP), and analyze customer data by using Customer Journey Analytics (CJA)

Your Profile

Experience with creating connection, data views, and dashboard in CJA
Hands-on experience in configuration and integration of Adobe Marketing Cloud modules like Audience Manager, Analytics, Campaign and Target
Adobe Experience Cloud tool certifications (Adobe Campaign, Adobe Experience Platform, Adobe Target, Adobe Analytics) are desirable.
Proven ability to communicate in both verbal and writing in a high performance, collaborative environment.
Experience with data analysis, modeling, and mapping to coordinate closely with Data Architect(s)

Show more "
Software Engineer,NVIDIA,"Pune, Maharashtra, India",Pune,2025-08-07,https://in.linkedin.com/jobs/view/software-engineer-at-nvidia-4257835058?position=50&pageNum=0&refId=ik7647JacB71MMWWP9G7Og%3D%3D&trackingId=yGTUBLbnCo4pJEcSgAUwZA%3D%3D,"The NVIDIA SW groups are looking for a highly motivated, dynamic Software Engineer to help us develop/test/automate/implement softwares for our cutting-edge technology. Are you passionate about new technology and looking forward to work on next-generation NVIDIA Products? Do you love to provide innovative solutions and have fun while working on complex problems. Nvidia is looking for great software engineers like you to join us in our engineering groups.

What You'll Be Doing


Work on the complete Product life cycle and in-process design, develop build, and improve our software stack.
Triage and debug complex issues.
Improve the system performance of Nvidia products.
Building and customizing existing infrastructure to enable the effort of system tunning, debugging, automation, and validation across workloads.
Analyzing performance bottlenecks and implementing optimization techniques.
Collaborate with various teams on new product features and improvements of existing products.


What We Need To See


BTECH/MTECH with 3+ years of experience in C/C++ /Python/Java/Golang
Strong programming skills, OOPS, Data structures, and Algorithms.
Experience in Windows / Linux / embedded OS environment.
Excellent problem-solving and analytical skills.
If you have experience in at least a few of the following areas, we will have an excellent match for our needs:
System Software /Embedded/Firmware/Device Driver/Kernel.
Cloud/UI/Full-Stack/Backend/Distributed Systems
SRE/DevOps/Kubernetes
Automation/Tools development/Test development
AI/ML/LLM/DL/Speech/NLP
Good interpersonal skills and ability to work as an excellent teammate.
Excellent communication skills to collaborate with cross-cultural teams and work in a matrix organization.

With highly competitive salaries and a comprehensive benefits package, NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most brilliant and talented people in the world working for us. If you're creative and independent, with a genuine passion for technology, we want to hear from you.

JR1979695


Show more "
"Software Engineer 2, Backend",Intuit,"Bengaluru, Karnataka, India",Bengaluru,2025-08-05,https://in.linkedin.com/jobs/view/software-engineer-2-backend-at-intuit-4267157750?position=51&pageNum=0&refId=ik7647JacB71MMWWP9G7Og%3D%3D&trackingId=PsevqgvsJ2LjfVDyXxSFUA%3D%3D,"Overview

Overview

We're cultivating a culture that prioritizes innovators, risk-takers, and imaginative thinkers. In pursuit of becoming AI-native, we recognize that fostering a ""builder"" mindset is essential. This means seeking out those who can seamlessly integrate AI and emerging technologies to efficiently and effectively solve our customers' problems.

At Intuit, we hold a global leadership position in financial management solutions. We've been at the forefront of inventing Virtual Platforms and democratizing cloud computing for small businesses and their patrons alike. Our 40 years of expertise have rooted us in the startup mentality, positively disrupting ourselves as we constantly identify cutting-edge technology and design paradigms. Our teams are dynamic, focused on delivering creative solutions with a side of fun.

What you'll bring

Qualifications


BS/MS in Computer Science or related area or equivalent experience.
2+ years of experience developing systems/software for large businesses using Java/J2EE, Python, or Go
Experience with databases, cloud, APIs, and other technologies to ensure that the application is scalable, secure, and performant.
Understanding of the Software Development Life Cycle (SDLC)
Familiarity with web services and experience with unit testing & test-driven development (TDD)
Solid communication skills: Demonstrated ability to explain complex technical issues to both technical and non-technical audiences
Basic understanding of AI capabilities, specifically GenAI
Knowledge and awareness of AI concepts
Ability to work collaboratively across analytics, engineering, product, design, and AI.
Strong problem-solving skills and analytical mindset
Ability to stay up-to-date with advances in AI technologies and incorporate them into software development best practices


How you will lead

Responsibilities


Be responsible for roughly 80-90% hands-on coding and serve as a technical leader by mentoring junior engineers and applying technical expertise to challenging programming and design problems
Contribute to the design and architecture of projects, and develop backend software using best practices for architecture, design, coding standards, and follows CI/CD practices.
Work cross-functionally with various Intuit teams to drive forward results, and have experience with Agile Development, SCRUM, or Extreme Programming methodologies.
Work collaboratively with cross-functional teams to develop and implement AI-based solutions
Show more "
Data Science,Network18 Media & Investments Limited,"Gurugram, Haryana, India",Gurugram,2025-08-12,https://in.linkedin.com/jobs/view/data-science-at-network18-media-investments-limited-4283761601?position=1&pageNum=0&refId=YX4L6jyE0TXXH9PGW686Yw%3D%3D&trackingId=GIKhuGdhBWymUZbhbIuqow%3D%3D,"Be a part of India’s largest and most admired news network!




Network18 is India's most diversified Media Company in the fast growing Media market. The Company has a strong Heritage and we possess a strong presence in Magazines, Television and Internet domains. Our brands like CNBC, Forbes and Moneycontrol are market leaders in their respective segments. The Company has over 7,000 employees across all major cities in India and has been consistently managed to stay ahead of the growth curve of the industry.




Network 18 brings together employees from varied backgrounds under one roof united by the hunger to create immersive content and ideas. We take pride in our people, who we believe are the key to realizing the organization’s potential. We continually strive to enable our employees to realize their own goals, by providing opportunities to learn, share and grow.




Role Overview:

We are seeking a passionate and skilled Data Scientist with over a year of experience to join our dynamic team. You will be instrumental in developing and deploying machine learning models, building robust data pipelines, and translating complex data into actionable insights. This role offers the opportunity to work on cutting-edge projects involving NLP, Generative AI, data automation, and cloud technologies to drive business value.




Key Responsibilities:

Design, develop, and deploy machine learning models, with a strong focus on NLP (including advanced techniques and Generative AI) and other AI applications.
Build, maintain, and optimize ETL pipelines for automated data ingestion, transformation, and standardization from various sources
Work extensively with SQL for data extraction, manipulation, and analysis in environments like BigQuery.
Develop solutions using Python and relevant data science/ML libraries (Pandas, NumPy, Hugging Face Transformers, etc.).
Utilize Google Cloud Platform (GCP) services for data storage, processing, and model deployment.
Create and maintain interactive dashboards and reporting tools (e.g., Power BI) to present insights to stakeholders.
Apply basic Docker concepts for containerization and deployment of applications.
Collaborate with cross-functional teams to understand business requirements and deliver data-driven solutions.
Stay abreast of the latest advancements in AI/ML and NLP best practices.

Required Qualifications & Skills:

1 to 4 years of hands-on experience as a Data Scientist or in a similar role.
Solid understanding of machine learning fundamentals, algorithms, and best practices.
Proficiency in Python and relevant data science libraries.
Good SQL skills for complex querying and data manipulation.
Demonstrable experience with Natural Language Processing (NLP) techniques, including advanced models (e.g., transformers) and familiarity with Generative AI concepts and applications.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.

Preferred Qualifications & Skills:

Familiarity and hands-on experience with Google Cloud Platform (GCP) services, especially BigQuery, Cloud Functions, and Vertex AI.
Basic understanding of Docker and containerization for deploying applications.
Experience with dashboarding tools like Power BI and building web applications with Streamlit.
Experience with web scraping tools and techniques (e.g., BeautifulSoup, Scrapy, Selenium).
Knowledge of data warehousing concepts and schema design.
Experience in designing and building ETL pipelines.




Disclaimer: Please note Network18 and related group companies do not use the services of vendors or agents for recruitment. Please beware of such agents or vendors providing assistance. Network18 will not be responsible for any losses incurred.

“We correspond only from our official email address”

Show more "
Data Scientist,Danone,"Bengaluru, Karnataka, India",Bengaluru,2025-08-08,https://in.linkedin.com/jobs/view/data-scientist-at-danone-4282126896?position=2&pageNum=0&refId=YX4L6jyE0TXXH9PGW686Yw%3D%3D&trackingId=5yoN%2FjSuTxxT0ePt3g4Jiw%3D%3D,"About Danone Group:




Mission: ‘Bringing Health through Food to as Many people as Possible’

Danone is a global leader in food and beverages, focusing on Essential Dairy and Plant-based products, Waters, and Specialized Nutrition. Our mission is to bring health through food to as many people as possible by creating nutritious products, promoting healthy eating habits, and operating sustainably.




With nearly 90,000 employees and products available in over 120 markets, Danone generated €27.6 billion in sales in 2023. Our Renew Danone strategy aims to foster long-term value through innovation and community support.




Danone is committed to making a positive impact economically, socially, and environmentally. In 2020, we became the first listed company to adopt the ‘Société à Mission’ status, reflecting our vision for a sustainable future.




More information can be found at www.danone.com.




About Danone India:

Danone operates in India as Nutricia International Pvt. Ltd, focusing on nutrition with a range of products catering to infants, toddlers, pregnant mothers, as well as adults. The company features well-known brands such as Aptamil, Dexolac, and Protinex. Danone employs over 1,000 individuals across India and generates a turnover exceeding €150 million. The company's head office is located in Mumbai, with a manufacturing facility situated in Lalru, Punjab.




Danone India is a Great Place To Work® certified organization, which reflects our commitment to creating a workplace where people are empowered to contribute meaningfully, grow professionally, and feel a true sense of belonging.




More information can be found at https://www.danone.in/




Job Summary:

Work on the project of transformation of Demand Planning at global level in the roadmap of the digitalization for the Supply Chain. Creating and developing the ML models for all Danone categories\




Roles & Responsibilities:




Be part of the design and development of the ML core models and the analytics behind them
Understand and capture cross country needs
Be able to build the common approach of ML scalable models for the demand planning teams of different countries
Support with all the analytics needs for the adoption of the ML models
Build outstanding best in class ML models for Demand Planning that are able to cope with more complex and less steady environments
Set up KPI's to track ML and Statistical models performance
Select and understand the best approach of automatization for the overall Demand process driven by Statistical and Machine Learning capabilities
Ensures collaboration of all teams in order to guarantee scalability of the models
Keeps a close control of the ML developments to ensure cost compliance
Responsible of the Continuous Improvement of the ML models and create the strategy of ML vs Statistical approach
Responsible for the region's continuous improvement of ML and Statistical models in order to improve business performance
Create standard ways of measure and manage strategies to find and fix root causes in forecast bias/accuracy
Develop capabilities and skills on Machine Learning understanding across the regions
Build, maintain, fine tune and audit Statistical & ML models to guarantee adaptability to new business context providing service for all regions
Assist regions in processes and tools to embrace Statistical and ML technology
Shield key processes and know-how on Statistical and ML
Ensures standardization between different countries
Guarantee highest ML utilization




Job Specifications:

Education: Mathematics/Physics/Engineering with a master’s in business/data analytics or proven track record on Data Science
Proven track record of minimum 5 years as a data scientist
Great analytical skills
Coding capabilities in R and/or Phyton
Relationship/ Network builder
Change management
Project management
Experience with Continuous Improvement




Main Interfaces

Cross country demand planning teams
IS/IT project managers and developers
Supply chain cross functions

Show more "
Data Scientist,Unilever,"Bengaluru, Karnataka, India",Bengaluru,2025-08-08,https://in.linkedin.com/jobs/view/data-scientist-at-unilever-4282325097?position=3&pageNum=0&refId=YX4L6jyE0TXXH9PGW686Yw%3D%3D&trackingId=xlGFlxv%2BEFB%2BgjiUZ2QEXw%3D%3D,"JOB TITLE: Data Scientist

JOB FUNCTION: R&D

SCOPE: Global

WORK LOCATION: Unilever Research India – R&D Bangalore, Whitefield

About Unilever

With 3.4 billion people in over 190 countries using our products every day, Unilever is a business that makes a real impact on the world. Work on brands that are loved and improve the lives of our consumers and the communities around us. We are driven by our purpose: to make sustainable living commonplace, and it is our belief that doing business the right way drives superior performance. At the heart of what we do is our people – we believe that when our people work with purpose, we will create a better business and a better world.

At Unilever, your career will be a unique journey, grounded in our inclusive, collaborative, and flexible working environment. We don’t believe in the ‘one size fits all’ approach and instead we will equip you with the tools you need to shape your own future.

Category Or Function Introduction

HomeCare is a global business with leading household cleaning and laundry brands such as OMO, Sunlight and Comfort. Our aim is to offer products that are unmissably superior, sustainable and great value.

We are organised to deliver growth and margin across three core categories: Fabric Cleaning, Fabric Enhancer, and Home & Hygiene. We have a portfolio of strong global brands, and a global geographical footprint.

Our strength is in emerging markets where we lead the industry through market development.

Within R&D, our team of world-leading scientists, researchers and professionals creates innovations that drive growth for our business and deliver positive impacts for people, society and our planet.

For more than 100 years, we have been using our differentiated science and technology to create the superior products and experiences our consumers love.

Job Purpose

Unilever is the place where you can bring your purpose to life with the work that you do – creating a better business and a better world. If you are passionate about leveraging data analytics power to drive consumer insights and developing modelling capabilities to empower our scientists for innovating superior products, then this role is just for you!

What Will Your Main Responsibilities Be


Analyse complex data sets using a diverse set of machine learning techniques. Build UI solutions to deploy these solutions for the end users.
Develop data analysis and visualization solutions to generate faster insights, thereby helping business team to make informed decision.
Execute data modeling projects working together with project SMEs; manage stakeholder expectations.
Support and manage activities and expectation on data capture and data quality. Ensure data quality compliance with R&D Data Governance standards
Translate business needs into technical specifications, especially for R&D lab and experimental data.


What You Need To Succeed

Experiences & Qualifications


Bachelor’s or master’s degree in STEM subject (Science, Technology, Engineering, or Maths, Computer science, Data Science, Statistics.)
Minimum 2-4 years of working experience in the field of Data science. Experience in data processing / handling, insight building and digital solutions.
Should have working experience in the field of Power BI and/ Python dash.
Having knowledge of experimental data capture systems like LIMS will is plus.
Having python/dash/flask application development skills is plus.


Skills


Expert knowledge in Excel, Power BI. Experience in large data management.
Good to moderate knowledge of scripting and standard modeling practices of developing ML models using Python.
Good to moderate knowledge in interface designing with an ability to understand user’s requirements and develop a mock-up UI wireframe.
Working experience with modelling software such as JMP and DOE are an added advantage.


Leadership


Strong interpersonal and communication skills, both written and oral.
A good team player with ability to work successfully across multiple business units and formats, effectively collaborate with global teams across time-zone.
Energize by delivering fantastic results and be an example to others – with both results and resilience.
Responsible for own wellbeing and delivering high standards of work. Must focus on the Consumer and what they need.


Our commitment to Equality, Diversity & Inclusion

Unilever embraces diversity and encourages applicants from all walks of life! This means giving full and fair consideration to all applicants and continuing development of all employees regardless of age, disability, gender reassignment, race, religion or belief, sex, sexual orientation, marriage and civil partnership, and pregnancy and maternity.

""All official offers from Unilever are issued only via our Applicant Tracking System (ATS). Offers from individuals or unofficial sources may be fraudulent—please verify before proceeding.""
Show more "
Data Scientist,AB InBev GCC India,"Bengaluru, Karnataka, India",Bengaluru,2025-08-09,https://in.linkedin.com/jobs/view/data-scientist-at-ab-inbev-gcc-india-4282057513?position=4&pageNum=0&refId=YX4L6jyE0TXXH9PGW686Yw%3D%3D&trackingId=panw2wQb5CA7pNdHgJMTMw%3D%3D,"AB InBev GCC was incorporated in 2014 as a strategic partner for Anheuser-Busch InBev. The center leverages the power of data and analytics to drive growth for critical business functions such as operations, finance, people, and technology. The teams are transforming Operations through Tech and Analytics.




Do You Dream Big?

We Need You.




Job Title: Data Scientist

Location: Bangalore

Reporting to: Manager- Analytics/ Senior Manager-Analytics

1. Purpose of the role

Drive AB InBev's pricing strategy by developing and refining data science models, specifically elasticity models, to provide actionable insights that guide business in making optimal pricing decisions.

2. KEY TASKS AND ACCOUNTABILITIES




Understand the business problem and translate that to an analytical problem; participate in the solution design process.
Manage the full AI/ML lifecycle, including data preprocessing, feature engineering, model training, validation, deployment, and monitoring.
Develop reusable and modular Python code adhering to OOP (Object-Oriented Programming) principles.
Design, develop, and deploy machine learning models into production environments on Azure.
Collaborate with data scientists, software engineers, and other stakeholders to meet business needs.
Ability to communicate findings clearly to both technical and business stakeholders.

3. Qualifications, Experience, Skills

Level of educational attainment required (1 or more of the following)

B. Tech /BE/ Masters in CS/IS/AI/ML/ Statistics

Previous work experience required




Minimum 3 years of relevant experience

Technical skills required

Must Have

Strong expertise in Python, including advanced knowledge of OOP concepts.
Exposure to AI/ML methodologies with a previous hands-on experience in ML concepts like forecasting, clustering, regression, classification, optimization using Python
Azure Tech Stack, Databricks, ML Flow in any cloud platform Airflow for orchestrating and automating workflows
MLOPS concepts and containerization tools like Docker
Experience with version control tools such as Git.
Consistently display an intent for problem solving
Strong communication skills (vocal and written)
Ability to effectively communicate and present information at various levels of an organization.

Good To Have

Preferred industry exposure in Pricing and Revenue management Domain
Product building experience

Other Skills required

Passion for solving problems using data
Detail oriented, analytical and inquisitive
Ability to learn on the go
Ability to work independently and with others

We dream big to create future with more cheers

Show more "
Data scientist- Python- AI/ML GEN AI- Across india,Capgemini Engineering,"Mumbai, Maharashtra, India",Mumbai,2025-08-04,https://in.linkedin.com/jobs/view/data-scientist-python-ai-ml-gen-ai-across-india-at-capgemini-engineering-4277353126?position=5&pageNum=0&refId=YX4L6jyE0TXXH9PGW686Yw%3D%3D&trackingId=SwZutEAJBiM84u7aZSrwkQ%3D%3D,"• Develop strategies/solutions to solve problems in logical yet creative ways, leveraging state-of-the-art machine learning, deep learning and GEN AI techniques.

• Technically lead a team of data scientists to produce project deliverables on time and with high quality.

• Identify and address client needs in different domains, by analyzing large and complex data sets, processing, cleansing, and verifying the integrity of data, and performing exploratory data analysis (EDA) using state-of-the-art methods.

• Select features, build and optimize classifiers/regressors, etc. using machine learning and deep learning techniques.

• Enhance data collection procedures to include information that is relevant for building analytical systems, and ensure data quality and accuracy.

• Perform ad-hoc analysis and present results in a clear manner to both technical and non-technical stakeholders.

• Create custom reports and presentations with strong data visualization and storytelling skills to effectively communicate analytical conclusions to senior officials in a company and other stakeholders.

• Expertise in data mining, EDA, feature selection, model building, and optimization using machine learning and deep learning techniques.

• Strong programming skills in Python.

• Excellent communication and interpersonal skills, with the ability to present complex analytical concepts to both technical and non-technical stakeholders.







Primary Skills :

- Excellent understanding and hand-on experience of data-science and machine learning techniques & algorithms for supervised & unsupervised problems, NLP and computer vision and GEN AI. Good applied statistics skills, such as distributions, statistical inference & testing, etc.

- Excellent understanding and hand-on experience on building Deep-learning models for text & image analytics (such as ANNs, CNNs, LSTM, Transfer Learning, Encoder and decoder, etc).

- Proficient in coding in common data science language & tools such as R, Python.

- Experience with common data science toolkits, such as NumPy, Pandas, Matplotlib, StatsModel, Scikitlearn, SciPy, NLTK, Spacy, OpenCV etc.

- Experience with common data science frameworks such as Tensorflow, Keras, PyTorch, XGBoost,etc.

- Exposure or knowledge in cloud (Azure/AWS).

- Experience on deployment of model in production.

Show more "
Data Scientist,Societe Generale Global Solution Centre,"Bengaluru, Karnataka, India",Bengaluru,2025-08-13,https://in.linkedin.com/jobs/view/data-scientist-at-societe-generale-global-solution-centre-4275901017?position=6&pageNum=0&refId=YX4L6jyE0TXXH9PGW686Yw%3D%3D&trackingId=yGs82wtkSjWBL3X4yiO5KQ%3D%3D,"JD: Data Scientist
Responsibilities:
Leverage strong ML model experience in complex data environments to achieve business objectives in innovative and efficient ways.
Utilize a solid background in mathematics and statistics to inform model development and evaluation.
Design, architect, and develop robust machine learning solutions, with a focus on integrating Large Language Models (LLMs) where applicable.
Collaborate effectively within Agile Scrum teams, contributing to iterative development and continuous improvement.
Document business processes, workflows, and requirements clearly and comprehensively.
Engage in close collaboration with various domains within the organization to ensure alignment and understanding of business needs.
Participate in collaborative conceptualization sessions to brainstorm and refine project ideas.
Mandatory Skills:
Proficiency in Python, Machine Learning, REST API, and SQL.
Experience with data processing, cleansing, and verification to ensure data integrity for analysis.
Conduct data quality checks and exploratory analyses to inform model development.
Demonstrated programming skills in relevant languages, particularly Python and API development.
Build end-to-end machine learning models, including data structures and transformation processes.
Strong understanding of statistical modeling techniques (e.g., Regression, Clustering, Decision Trees, Logistic Regression).
Familiarity with machine learning algorithms (e.g., KNN, Random Forests, Ensemble Methods, Bayesian/Markov Networks).
Knowledge of data mining concepts and experience with data visualization tools and dashboards.
Preferred Skills:
Experience with Large Language Models (LLMs) such as GPT, BERT, or similar architectures.
Understanding of natural language processing (NLP) techniques and their applications in business contexts.
Familiarity with advanced research topics, including deep learning, kernel methods, spectral methods, and forecasting.
Ability to integrate end-to-end ML solutions into product suites and business functions, with a focus on LLM applications.
Design technical frameworks based on various use cases, particularly those involving text data and language understanding.
Identify opportunities to automate analytical processes, data extraction, and flow processes, especially in the context of LLMs.
Propose hypotheses and design experiments to address specific problems, leveraging LLM capabilities where relevant.
Additional Responsibilities:
Stay updated with the latest advancements in machine learning and natural language processing, particularly in the context of LLMs.
Mentor junior team members on best practices in machine learning and LLM implementation.
Contribute to the development of best practices and standards for machine learning and LLM projects within the organization.

Why Join Us

We are committed to creating a diverse environment and are proud to be an equal opportunity employer. All qualified applicants receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.

Business Insight

At Société Générale, we are convinced that people are drivers of change, and that the world of tomorrow will be shaped by all their initiatives, from the smallest to the most ambitious. Whether you’re joining us for a period of months, years or your entire career, together we can have a positive impact on the future. Creating, daring, innovating, and taking action are part of our DNA. If you too want to be directly involved, grow in a stimulating and caring environment, feel useful on a daily basis and develop or strengthen your expertise, you will feel right at home with us!

Still hesitating?

You should know that our employees can dedicate several days per year to solidarity actions during their working hours, including sponsoring people struggling with their orientation or professional integration, participating in the financial education of young apprentices, and sharing their skills with charities. There are many ways to get involved.

We are committed to support accelerating our Group’s ESG strategy by implementing ESG principles in all our activities and policies. They are translated in our business activity (ESG assessment, reporting, project management or IT activities), our work environment and in our responsible practices for environment protection.

Show more "
